pitch_name,stand,release_extension,release_pos_x,release_pos_y,release_pos_z,release_speed,release_spin_rate,spin_axis,plate_x,plate_z,pfx_x,pfx_z,balls,strikes,outs_when_up,sz_top,sz_bot,swing
4-Seam Fastball,R,5.87,-2.616,47.44,6.3,93.49,2068.0,265.2,-0.963,1.262,1.919,0.454,2,0,0,3.69,1.41,1
Cutter,R,6.26,-2.894,50.0,5.814,91.27,2617.0,42.1,-0.943,2.047,-1.994,1.784,1,2,0,3.18,1.6,1
4-Seam Fastball,R,5.89,-2.743,49.4,6.094,93.35,2443.0,213.9,0.536,2.421,1.929,1.545,0,2,0,3.76,1.66,1
4-Seam Fastball,L,6.4,-2.77,50.83,6.204,94.16,2352.0,44.8,1.479,2.644,0.49,-1.861,1,0,2,3.71,1.37,0
4-Seam Fastball,R,6.03,-2.686,51.32,6.233,94.4,2145.0,307.8,-0.721,3.401,-1.716,-0.181,1,2,1,3.34,1.77,1
Knuckle Curve,R,5.73,-2.702,49.97,6.15,80.23,2425.0,358.6,-1.15,2.462,-1.986,0.773,1,1,0,3.7,1.79,0
4-Seam Fastball,R,5.95,-2.785,51.42,6.3,95.24,2050.0,264.7,0.653,3.638,-1.331,1.202,0,0,2,3.2,1.33,1
Changeup,R,6.24,-2.654,47.86,6.3,82.97,2539.0,131.8,0.311,2.186,-0.609,-1.639,1,2,1,3.19,1.38,1
4-Seam Fastball,R,5.65,-2.798,49.89,5.757,94.99,2019.0,44.6,-1.473,3.665,-0.379,-1.008,1,2,0,3.42,1.89,0
Slider,R,6.26,-2.707,50.01,6.061,86.23,2405.0,228.7,1.589,3.928,1.824,1.013,1,2,2,3.62,1.51,1
Changeup,L,5.93,-2.725,50.12,6.025,82.42,2134.0,213.6,0.712,1.09,-0.597,1.937,1,0,2,3.89,1.74,0
4-Seam Fastball,R,6.18,-2.872,50.3,5.959,94.89,2228.0,253.8,0.11,4.193,0.103,-1.958,3,1,0,3.61,1.78,1
4-Seam Fastball,R,6.11,-2.939,50.12,5.741,93.69,2268.0,200.8,1.094,3.716,1.06,-1.338,0,0,0,3.88,1.57,0
Changeup,R,6.56,-2.758,49.93,6.157,83.22,1771.0,284.0,0.166,2.549,1.017,-0.312,1,2,2,3.71,1.82,1
Knuckle Curve,R,5.9,-2.936,50.64,5.806,85.17,2816.0,286.2,0.337,1.613,1.212,-1.485,1,2,1,3.16,1.71,1
4-Seam Fastball,R,5.62,-2.695,49.35,6.118,93.7,2029.0,211.0,0.368,1.359,1.579,-1.117,2,2,1,3.43,1.48,1
4-Seam Fastball,L,5.81,-2.85,51.28,5.967,94.06,2333.0,229.4,0.994,1.311,-0.807,1.852,0,1,0,3.72,1.87,0
4-Seam Fastball,L,6.18,-2.682,51.6,6.054,92.8,1911.0,356.0,1.25,1.025,-1.493,-0.945,2,2,0,3.72,1.47,0
4-Seam Fastball,R,5.81,-2.84,51.04,5.784,95.42,2265.0,201.7,0.463,2.745,-1.059,0.786,0,1,2,3.66,1.46,1
Changeup,R,5.82,-2.797,50.13,5.911,82.32,2049.0,169.9,-1.582,3.174,0.603,1.563,3,1,0,3.67,1.71,0
Slider,R,5.98,-2.619,49.59,6.012,84.29,2383.0,198.7,-0.525,0.898,0.842,1.596,3,0,0,3.21,1.8,0
4-Seam Fastball,R,5.95,-2.836,50.25,5.864,93.8,2026.0,226.8,1.571,1.858,-0.921,1.272,2,1,1,3.61,1.54,0
Slider,R,6.21,-2.659,50.24,6.121,84.92,2068.0,26.4,-1.323,3.95,-1.55,-1.91,0,0,2,3.41,1.18,0
Knuckle Curve,R,6.22,-2.756,50.37,6.079,83.86,2314.0,32.2,-0.534,1.572,0.613,0.511,1,0,0,3.79,1.29,1
Changeup,L,6.33,-2.745,48.18,6.025,83.6,1864.0,108.7,1.461,3.546,-1.928,0.866,2,1,2,3.67,1.59,0
4-Seam Fastball,L,5.99,-2.835,48.84,5.983,91.63,1993.0,344.0,1.014,3.11,0.298,-0.452,3,0,0,3.82,1.53,0
Cutter,R,5.58,-2.771,49.48,6.061,91.78,2831.0,78.1,-1.362,4.041,0.29,1.76,1,0,0,3.85,1.58,0
Slider,R,5.61,-2.759,50.45,6.114,87.91,2837.0,127.6,0.749,3.375,-1.683,1.789,0,2,2,3.36,1.62,1
Changeup,R,6.08,-2.725,51.8,5.98,81.56,2494.0,239.5,-1.357,2.437,-1.541,1.851,0,0,0,3.75,1.46,0
4-Seam Fastball,R,5.64,-2.789,51.85,6.036,93.23,2134.0,330.4,-0.424,3.535,0.518,1.381,0,2,2,3.23,1.31,1
4-Seam Fastball,L,5.92,-2.774,49.57,6.109,93.74,1774.0,114.9,0.315,3.095,-1.795,0.051,2,2,0,3.76,1.12,1
4-Seam Fastball,R,6.03,-2.757,48.85,5.992,92.22,2107.0,42.9,-0.405,4.14,0.339,-0.431,2,1,2,3.33,1.1,0
Cutter,L,6.41,-2.738,49.93,5.996,91.13,2216.0,83.4,1.55,1.431,1.045,0.624,0,1,2,3.35,1.23,0
4-Seam Fastball,R,6.2,-2.708,51.73,6.003,94.69,2076.0,280.2,1.019,3.621,1.326,-1.117,1,0,2,3.37,1.59,1
Cutter,L,6.24,-2.771,49.1,6.074,93.01,1828.0,347.0,-0.884,1.115,-0.167,-1.067,3,0,0,3.8,1.77,0
4-Seam Fastball,R,6.26,-2.704,48.94,5.927,96.82,1921.0,262.4,-1.266,3.63,0.598,1.095,3,1,0,3.62,1.38,1
4-Seam Fastball,R,5.76,-2.702,50.57,6.095,93.16,1926.0,114.6,1.28,3.388,1.942,-1.45,0,0,0,3.7,1.81,0
4-Seam Fastball,L,6.08,-2.815,49.4,5.918,93.11,2178.0,339.8,0.198,3.521,-1.638,0.729,1,1,2,3.81,1.73,1
Slider,L,6.07,-2.859,50.5,5.725,89.75,2736.0,204.2,1.24,1.358,0.248,1.685,3,0,2,3.13,1.41,0
Knuckle Curve,R,5.83,-2.771,50.73,5.971,81.86,2765.0,223.8,0.756,2.089,-1.209,0.669,0,0,0,3.41,1.77,0
Slider,R,6.32,-2.928,48.39,5.597,87.21,2527.0,177.8,0.258,0.939,-1.958,-0.117,2,2,2,3.26,1.62,0
Changeup,R,6.06,-2.868,49.02,5.67,83.02,1875.0,240.9,0.943,3.315,1.177,-0.282,1,0,1,3.84,1.65,0
4-Seam Fastball,R,6.32,-2.832,51.17,6.002,94.06,2257.0,139.4,-1.535,2.931,-1.557,-0.792,2,1,2,3.66,1.71,0
Slider,R,6.15,-2.792,48.64,6.053,87.29,2879.0,79.2,1.538,1.215,1.517,0.228,3,1,0,3.26,1.57,0
Cutter,L,6.7,-2.799,49.05,6.271,92.19,2302.0,344.1,1.051,3.062,-1.705,-1.556,3,0,1,3.52,1.15,0
4-Seam Fastball,R,6.22,-2.787,50.58,5.904,93.11,2026.0,75.7,1.373,2.385,-1.057,1.358,0,2,0,3.19,1.43,1
Changeup,R,6.28,-2.823,50.15,5.688,83.62,2594.0,142.0,1.39,1.049,1.164,-1.262,1,2,1,3.52,1.36,0
Cutter,R,5.84,-2.788,48.75,6.01,91.33,2434.0,253.8,-0.162,1.486,1.828,-0.022,2,1,2,3.4,1.87,0
Slider,R,5.88,-2.784,51.7,5.949,83.48,2021.0,49.5,0.903,3.966,1.888,1.742,1,0,1,3.71,1.8,0
Slider,L,6.08,-2.806,52.57,6.099,86.79,2212.0,130.5,0.786,2.415,0.667,1.547,1,0,1,3.84,1.81,1
Slider,L,5.82,-2.668,51.73,6.077,88.86,2578.0,23.1,0.295,2.398,-1.967,-0.0,3,0,2,3.69,1.3,1
Cutter,L,6.21,-2.699,50.92,6.169,90.4,2615.0,50.9,-0.578,1.392,-1.917,-1.206,3,1,0,3.21,1.59,1
4-Seam Fastball,L,5.81,-2.728,49.57,5.809,95.01,1668.0,223.8,-1.09,2.478,1.6,1.164,2,2,1,3.62,1.39,1
4-Seam Fastball,R,6.7,-2.685,49.84,5.927,92.14,2848.0,237.8,-0.556,1.4,-1.887,-1.951,0,0,0,3.71,1.88,0
4-Seam Fastball,L,5.52,-2.985,48.67,5.885,93.73,2257.0,102.3,-0.58,1.919,-0.772,1.681,0,0,1,3.52,1.4,0
4-Seam Fastball,R,5.62,-2.773,51.76,5.94,93.29,2628.0,212.3,-0.739,1.651,-1.402,1.791,0,2,2,3.46,1.46,1
Changeup,R,6.24,-2.736,51.02,5.891,85.28,1956.0,309.9,0.402,3.433,0.357,0.366,3,0,0,3.22,1.11,1
Slider,R,5.92,-2.907,51.55,5.837,92.0,2210.0,178.8,-0.551,1.91,-1.107,-1.311,3,0,0,3.73,1.42,1
4-Seam Fastball,R,5.94,-2.743,50.51,6.082,94.11,2106.0,167.4,-0.48,2.227,-0.751,-0.067,0,0,1,3.86,1.2,0
Changeup,R,5.98,-2.858,50.52,5.639,83.07,1808.0,341.0,0.735,3.8,-1.673,0.498,3,0,0,3.32,1.6,0
4-Seam Fastball,R,5.92,-2.915,50.09,5.716,93.68,2079.0,209.0,-1.358,3.176,1.028,0.67,0,0,1,3.3,1.77,0
4-Seam Fastball,R,6.11,-2.734,50.17,6.147,93.68,2352.0,91.7,0.388,1.542,-0.677,1.533,3,2,0,3.85,1.78,0
Changeup,L,6.25,-2.882,48.91,5.704,82.8,2273.0,252.2,-1.135,3.088,1.613,0.706,3,1,1,3.36,1.35,1
Cutter,L,5.95,-2.755,48.59,6.139,92.3,2940.0,193.4,-0.881,2.459,-0.538,0.281,2,0,2,3.32,1.17,1
Cutter,R,6.2,-2.934,50.61,5.679,89.67,2521.0,275.8,-1.301,2.476,0.908,0.38,2,2,2,3.23,1.27,1
Knuckle Curve,L,6.11,-2.981,52.34,5.522,81.74,2213.0,113.7,0.076,2.904,-1.25,1.7,3,2,2,3.13,1.31,1
Changeup,R,6.3,-2.917,49.25,5.828,82.44,1985.0,266.0,-0.707,2.773,-1.325,0.617,1,0,1,3.15,1.85,0
Changeup,R,5.96,-2.852,49.16,5.96,82.08,2047.0,272.7,1.484,4.061,-0.578,1.064,3,0,0,3.78,1.49,0
4-Seam Fastball,R,6.04,-2.751,50.16,6.115,93.67,1915.0,225.5,0.612,3.227,-0.275,-0.667,0,1,0,3.24,1.78,1
Changeup,L,6.41,-2.827,51.09,5.915,86.72,1673.0,279.3,-0.17,2.998,-1.664,0.704,3,0,2,3.66,1.87,1
4-Seam Fastball,R,6.41,-2.684,53.0,5.933,95.45,2415.0,32.4,-1.283,3.999,-1.522,0.652,3,1,0,3.65,1.71,0
Slider,R,5.78,-2.77,47.1,5.987,86.85,2297.0,279.8,-0.777,3.315,1.53,0.87,1,0,2,3.76,1.63,0
4-Seam Fastball,R,5.74,-2.703,50.52,5.921,93.94,2321.0,34.6,1.474,2.03,1.852,-0.145,3,0,1,3.77,1.32,0
Cutter,R,5.8,-2.708,49.36,6.27,90.61,2426.0,188.7,-1.07,4.017,1.886,1.467,0,0,0,3.4,1.65,0
Cutter,R,5.8,-2.803,49.08,6.067,91.9,2521.0,188.7,1.277,2.152,0.155,-1.119,2,0,1,3.87,1.75,0
Changeup,R,5.73,-2.751,51.52,6.118,83.54,2440.0,50.9,-0.455,3.522,-0.885,1.349,3,1,2,3.48,1.84,1
4-Seam Fastball,R,6.3,-2.83,49.95,5.986,93.64,2398.0,283.6,-1.316,2.905,-1.35,-1.511,1,1,0,3.83,1.45,0
4-Seam Fastball,L,6.07,-2.918,49.53,5.859,94.01,2392.0,331.6,0.535,2.931,0.082,-0.537,2,2,0,3.56,1.7,1
Slider,L,5.78,-2.701,51.29,6.051,87.1,1680.0,46.6,-0.682,2.285,0.984,0.4,0,0,1,3.87,1.28,1
Slider,R,5.85,-2.768,50.65,6.116,86.62,2039.0,66.3,-0.426,1.535,-1.678,1.425,3,0,1,3.25,1.29,1
Changeup,R,6.21,-2.805,49.98,6.122,81.86,2172.0,205.8,-1.434,1.741,0.027,-0.555,0,0,2,3.17,1.57,0
Slider,R,6.37,-2.858,50.93,5.847,88.42,2045.0,325.7,-1.402,3.125,0.082,-1.962,3,2,1,3.63,1.24,0
Knuckle Curve,L,5.79,-2.937,48.56,5.752,82.83,1682.0,171.3,-0.764,1.382,1.853,-1.745,2,1,2,3.7,1.87,1
4-Seam Fastball,L,6.33,-2.808,49.62,5.792,94.43,2617.0,303.6,1.266,2.776,-1.139,0.661,2,1,1,3.63,1.4,0
4-Seam Fastball,L,5.84,-2.795,49.01,5.768,93.42,3124.0,294.7,1.055,1.081,0.498,0.866,0,0,1,3.68,1.89,0
Slider,R,6.04,-2.753,49.91,6.081,85.42,2348.0,255.9,-1.432,3.344,1.498,1.067,1,1,0,3.42,1.33,0
Knuckle Curve,R,5.72,-2.99,50.17,5.995,82.32,1200.0,63.2,1.202,2.978,-0.643,1.572,2,0,1,3.65,1.58,0
Knuckle Curve,R,5.67,-2.801,51.81,5.996,82.31,1927.0,143.4,0.137,4.055,1.74,-1.944,3,1,0,3.69,1.79,1
Slider,R,5.63,-2.89,49.02,5.766,86.62,1864.0,42.5,0.954,0.844,-1.434,-0.584,1,1,1,3.38,1.42,0
Changeup,R,6.09,-2.859,49.89,5.76,81.71,2698.0,254.8,-1.318,1.549,0.449,-1.95,1,0,2,3.65,1.77,1
Slider,R,6.23,-2.73,50.84,6.279,84.06,1980.0,227.8,-0.109,3.835,1.594,0.595,1,2,2,3.84,1.42,1
Changeup,R,5.82,-2.752,51.1,6.179,84.73,2522.0,309.8,-0.738,1.637,0.676,-0.91,2,1,2,3.88,1.84,0
4-Seam Fastball,R,5.9,-2.79,49.66,5.911,93.43,3036.0,172.0,1.027,3.017,-0.132,0.202,2,0,0,3.38,1.74,0
Slider,R,6.04,-2.788,51.58,6.01,88.2,1717.0,275.6,0.496,2.937,1.456,0.671,2,2,1,3.32,1.51,1
4-Seam Fastball,L,6.17,-2.78,49.33,5.816,93.82,2600.0,280.7,-0.377,4.186,-1.531,-1.951,2,1,2,3.16,1.48,1
4-Seam Fastball,R,5.92,-2.647,50.8,6.3,94.88,2730.0,247.6,1.058,2.53,-1.894,0.518,3,0,2,3.75,1.23,0
Cutter,R,6.07,-2.754,49.24,6.071,92.64,1880.0,117.9,-0.69,1.821,0.075,0.239,0,2,0,3.23,1.11,1
Changeup,R,6.01,-2.873,50.15,5.951,82.28,1954.0,61.4,-1.174,4.103,-1.665,-0.714,0,2,0,3.79,1.48,0
4-Seam Fastball,L,5.83,-2.856,49.46,5.885,94.8,2395.0,50.9,1.095,2.527,-0.85,1.951,1,1,1,3.58,1.2,1
Slider,L,5.82,-2.93,49.3,5.741,86.54,2663.0,210.2,1.354,3.202,0.94,0.45,2,2,0,3.58,1.14,1
Slider,L,6.21,-2.858,48.26,6.022,86.83,2792.0,35.1,1.389,1.205,-0.779,-1.325,3,2,1,3.25,1.86,0
4-Seam Fastball,R,5.92,-2.766,51.52,5.991,93.2,2252.0,205.0,-0.66,3.323,1.717,-1.028,2,2,0,3.14,1.63,1
4-Seam Fastball,R,6.07,-2.843,48.67,5.898,93.91,2278.0,309.7,0.55,0.938,0.33,-1.73,1,2,0,3.4,1.49,0
Cutter,R,6.1,-2.827,51.27,6.017,90.12,2666.0,132.1,-0.299,1.987,0.722,1.95,3,2,2,3.33,1.7,1
Slider,L,6.09,-2.64,49.07,5.997,85.84,2337.0,96.6,-0.889,2.041,-1.621,-0.756,1,0,2,3.19,1.53,1
Changeup,R,6.21,-2.807,50.94,5.747,81.95,2532.0,140.9,-0.365,1.207,1.576,0.551,1,0,0,3.16,1.88,0
Knuckle Curve,L,6.48,-2.879,48.85,6.011,82.62,2479.0,198.6,-0.312,2.692,0.286,-0.399,0,1,1,3.11,1.9,1
Cutter,R,6.44,-2.63,49.06,6.204,90.11,2104.0,149.3,0.25,2.003,0.596,-1.869,1,2,0,3.75,1.4,1
Slider,L,6.03,-2.862,49.79,6.037,86.74,2375.0,107.3,1.209,2.047,0.255,-0.418,2,0,1,3.32,1.43,1
4-Seam Fastball,R,6.09,-2.793,49.64,6.134,93.28,1927.0,256.1,0.413,2.868,1.338,0.305,1,1,2,3.59,1.13,1
4-Seam Fastball,R,6.22,-2.866,49.7,6.08,94.17,1754.0,23.5,0.118,2.666,0.196,1.113,2,2,0,3.48,1.11,1
Cutter,R,5.84,-2.86,48.92,5.888,91.79,1711.0,45.6,-1.116,3.576,-0.898,-1.323,0,2,2,3.31,1.5,1
4-Seam Fastball,L,6.03,-2.677,50.19,6.248,94.24,2222.0,180.6,-1.124,2.26,-0.443,-0.935,2,2,0,3.53,1.52,1
4-Seam Fastball,R,6.36,-2.771,49.69,6.15,95.2,1731.0,201.9,-0.659,3.1,0.577,-0.805,0,1,1,3.72,1.14,1
Changeup,R,6.02,-2.858,50.41,5.712,82.55,2552.0,319.9,0.811,1.149,0.823,-0.239,1,0,0,3.13,1.2,0
4-Seam Fastball,R,5.84,-2.62,50.12,6.157,92.97,2615.0,152.1,-0.138,1.183,1.741,-0.315,1,1,0,3.49,1.74,1
4-Seam Fastball,L,5.98,-2.708,51.06,6.021,93.82,2117.0,199.8,0.306,2.851,-1.399,-0.897,0,2,1,3.82,1.35,1
4-Seam Fastball,R,5.98,-2.749,49.72,6.091,93.38,2245.0,272.9,1.421,1.974,-0.693,-1.139,0,0,2,3.37,1.19,0
4-Seam Fastball,R,6.28,-2.769,47.62,5.942,92.84,2516.0,288.9,-1.293,3.774,-1.823,-0.425,0,1,2,3.81,1.43,0
Slider,L,6.08,-2.8,48.8,6.104,85.8,2178.0,78.8,-0.186,1.626,0.265,-1.217,0,1,2,3.18,1.34,1
4-Seam Fastball,R,6.42,-2.726,48.51,6.163,93.1,2475.0,62.2,0.83,3.799,-0.867,-0.487,3,0,2,3.26,1.39,0
Knuckle Curve,R,6.2,-2.792,48.69,5.971,83.32,2113.0,353.1,1.35,3.977,0.849,1.844,2,2,1,3.61,1.59,1
Slider,R,5.99,-2.833,51.18,6.149,88.58,2101.0,263.0,0.125,3.901,-0.327,-1.696,3,2,1,3.25,1.85,0
Slider,R,6.37,-2.893,49.76,6.004,89.51,1939.0,205.1,-0.847,1.486,0.295,0.716,0,0,0,3.12,1.26,1
Knuckle Curve,L,5.92,-2.873,51.26,6.091,82.35,2464.0,260.7,-0.917,2.688,1.157,1.43,3,2,0,3.16,1.8,0
4-Seam Fastball,R,6.18,-2.73,47.92,6.07,92.86,2116.0,119.2,-1.468,2.702,0.881,-0.182,3,0,2,3.58,1.18,0
4-Seam Fastball,L,6.02,-2.822,49.72,5.953,93.51,1878.0,286.2,1.316,1.623,-1.814,1.621,3,0,2,3.24,1.9,0
Slider,R,6.06,-2.798,49.93,5.745,87.02,1839.0,140.7,-0.734,1.941,1.397,1.15,0,2,2,3.24,1.57,1
Changeup,L,6.13,-2.894,51.59,5.813,82.21,1441.0,352.2,-0.876,3.128,0.478,0.901,1,2,1,3.75,1.82,0
4-Seam Fastball,R,6.08,-2.681,48.63,6.199,93.58,2103.0,181.1,-0.095,3.053,-0.105,1.472,0,1,0,3.64,1.4,1
Knuckle Curve,R,6.3,-2.665,49.86,6.062,81.39,1871.0,330.9,1.5,0.812,0.26,1.016,3,1,2,3.82,1.87,0
4-Seam Fastball,R,5.68,-2.869,50.14,5.718,94.48,2426.0,250.3,0.105,1.122,0.581,-1.928,0,2,0,3.59,1.45,0
Changeup,L,6.15,-2.791,51.1,6.151,81.95,2300.0,31.8,-0.568,3.622,1.776,0.657,3,2,2,3.72,1.31,1
Slider,R,6.24,-2.837,48.4,5.94,85.93,2038.0,37.0,-0.324,0.855,-1.764,-0.266,2,2,1,3.11,1.6,0
Knuckle Curve,R,5.71,-2.884,49.09,6.173,83.16,2543.0,52.6,-1.084,2.216,-1.615,-1.889,1,1,2,3.68,1.79,0
Changeup,R,6.15,-2.765,50.48,6.178,82.92,1774.0,36.3,-0.216,2.52,0.48,-0.148,1,1,1,3.72,1.22,1
4-Seam Fastball,R,5.79,-2.818,48.85,5.826,95.36,2120.0,106.2,-1.206,1.853,-1.472,1.153,0,1,2,3.65,1.31,0
Slider,R,6.16,-2.986,48.48,5.756,90.1,1616.0,281.6,-1.572,2.061,0.311,0.312,2,2,0,3.16,1.79,0
Changeup,R,6.1,-2.941,48.76,5.625,83.31,1631.0,15.6,-0.147,3.31,-0.005,1.739,0,0,2,3.66,1.13,1
Knuckle Curve,R,6.39,-2.817,48.83,6.055,84.1,2066.0,259.8,-0.529,3.636,1.639,-0.026,0,1,1,3.1,1.76,1
Cutter,R,6.02,-2.834,50.75,5.978,90.26,2080.0,243.6,1.389,0.987,1.071,-1.385,0,2,2,3.5,1.88,0
4-Seam Fastball,L,5.94,-2.886,51.72,5.879,93.47,2731.0,155.6,-1.421,1.943,-0.487,-1.746,1,2,2,3.39,1.76,0
4-Seam Fastball,L,6.48,-2.778,51.0,5.842,95.89,2568.0,47.7,-0.344,3.31,-1.102,0.17,2,1,2,3.55,1.34,1
Knuckle Curve,L,6.02,-2.826,50.55,5.922,85.17,1721.0,278.9,-0.484,2.053,0.51,-0.06,0,2,0,3.64,1.38,1
4-Seam Fastball,R,5.63,-2.671,51.67,6.3,93.85,1754.0,292.0,0.607,1.858,0.937,0.193,1,2,0,3.7,1.18,1
Slider,R,5.87,-2.839,48.04,6.116,85.42,2637.0,13.0,-0.123,2.001,0.883,0.801,3,1,0,3.84,1.49,1
4-Seam Fastball,R,5.49,-2.766,51.34,5.817,92.97,2066.0,201.3,-0.49,1.418,1.186,-0.27,1,0,1,3.49,1.11,0
Cutter,L,5.46,-2.85,49.62,6.213,92.38,1897.0,228.2,-1.592,2.166,0.622,-0.168,0,2,2,3.73,1.12,0
Cutter,L,5.9,-2.846,48.17,6.068,91.6,2304.0,64.8,1.31,4.009,1.31,1.09,2,1,1,3.22,1.51,0
Changeup,L,5.67,-2.771,51.93,5.867,81.5,2459.0,224.9,0.155,3.071,1.562,-0.627,1,2,0,3.35,1.36,1
Slider,R,5.9,-2.639,49.2,6.3,89.09,2795.0,309.9,-1.001,0.978,1.803,-0.297,1,0,1,3.1,1.23,1
Slider,L,5.82,-2.698,50.77,5.841,87.03,1706.0,120.3,0.175,3.323,-0.478,-0.092,3,2,1,3.81,1.29,0
Knuckle Curve,L,5.62,-2.823,50.26,5.823,81.35,2231.0,31.3,0.126,1.326,-0.916,-0.433,1,1,2,3.52,1.64,1
4-Seam Fastball,R,5.93,-2.813,51.66,5.944,93.94,1607.0,95.0,-1.081,3.923,-1.435,0.13,0,0,2,3.82,1.28,0
4-Seam Fastball,R,5.92,-2.822,49.53,5.672,92.36,2509.0,77.4,0.513,2.69,0.095,-1.527,0,0,1,3.72,1.83,1
Changeup,L,6.1,-2.863,50.58,5.839,80.71,2381.0,3.9,-0.472,3.299,-0.824,-1.042,3,0,2,3.31,1.49,1
4-Seam Fastball,R,6.34,-2.89,49.56,6.101,94.3,2114.0,172.7,0.459,3.588,-1.404,-0.478,1,0,0,3.7,1.3,1
Knuckle Curve,R,6.51,-2.846,52.12,5.785,82.4,1549.0,171.6,1.38,1.584,-1.084,-0.683,2,2,2,3.23,1.87,0
4-Seam Fastball,R,6.21,-2.845,51.87,5.994,93.86,1812.0,181.8,-0.779,2.425,-0.985,0.888,2,1,2,3.48,1.79,1
Knuckle Curve,R,6.1,-2.815,51.61,5.914,82.95,1565.0,328.9,-0.538,3.598,-1.915,-1.381,1,1,2,3.21,1.31,1
4-Seam Fastball,R,5.88,-2.769,48.95,5.837,94.86,2971.0,242.4,-1.132,4.033,-0.858,-1.275,2,0,1,3.46,1.33,1
Slider,L,5.75,-2.589,49.87,6.282,87.9,2628.0,146.8,-0.713,2.15,0.348,0.071,1,0,2,3.32,1.47,1
4-Seam Fastball,L,5.91,-2.833,49.32,6.201,93.78,2248.0,239.9,1.311,1.026,-0.7,-1.597,0,1,1,3.62,1.34,0
4-Seam Fastball,R,6.2,-2.88,52.55,5.737,94.63,2005.0,239.7,-1.446,4.132,-0.219,-1.151,2,0,0,3.21,1.67,0
Changeup,R,6.51,-2.838,50.79,5.97,82.72,1995.0,249.8,1.074,0.979,-0.328,1.539,0,1,2,3.8,1.35,0
Changeup,L,6.24,-2.86,50.86,6.058,83.28,1949.0,303.2,-0.7,0.889,0.715,-1.901,3,2,2,3.23,1.75,1
4-Seam Fastball,L,6.55,-2.777,51.06,6.081,93.27,1910.0,174.8,-0.711,1.26,0.001,0.956,1,1,0,3.23,1.31,0
Cutter,L,6.17,-2.852,47.72,6.072,90.95,2043.0,252.5,1.098,3.126,1.971,-1.982,2,0,2,3.21,1.47,1
4-Seam Fastball,L,5.9,-2.699,50.03,6.214,95.01,2647.0,170.0,0.118,3.403,0.134,-1.534,3,2,2,3.87,1.1,1
4-Seam Fastball,R,6.11,-2.697,48.1,6.016,96.07,2180.0,13.3,-0.357,2.27,0.848,-0.449,2,2,1,3.27,1.57,1
Slider,L,6.04,-2.81,49.91,5.902,86.83,2460.0,316.0,1.358,3.69,-1.718,0.491,0,1,0,3.21,1.45,1
Slider,R,6.01,-2.621,51.5,6.3,88.05,2151.0,164.5,1.092,3.14,1.131,0.428,3,1,0,3.35,1.13,1
Changeup,R,5.91,-2.788,48.89,6.084,81.66,1646.0,185.2,-1.019,3.027,0.163,0.473,0,0,0,3.73,1.27,1
Changeup,L,6.16,-2.695,52.32,6.27,83.37,2106.0,155.3,-1.301,1.609,0.009,-1.493,3,1,2,3.2,1.42,1
4-Seam Fastball,R,6.34,-2.77,49.83,5.988,93.62,2413.0,93.2,-0.507,3.788,-1.107,1.78,3,1,2,3.79,1.26,1
Changeup,R,5.79,-2.972,49.43,5.595,82.04,2492.0,36.0,0.313,2.85,-1.02,-0.937,2,2,0,3.78,1.19,1
4-Seam Fastball,L,6.09,-2.836,49.0,5.768,93.74,2689.0,91.2,1.576,4.014,-1.133,-0.376,0,2,1,3.45,1.88,0
Slider,R,5.85,-2.836,48.72,5.97,84.52,2636.0,349.2,-0.065,2.189,-1.189,-1.794,3,1,2,3.55,1.66,1
Changeup,L,5.92,-2.846,50.79,5.785,81.7,2461.0,228.6,-0.308,3.476,-0.132,0.735,1,1,1,3.88,1.7,1
Knuckle Curve,R,6.03,-2.82,48.37,6.016,83.88,2078.0,229.1,1.292,2.134,0.544,0.824,2,1,1,3.55,1.22,1
4-Seam Fastball,L,6.38,-2.811,50.84,6.046,95.05,2306.0,63.4,-0.176,2.854,-1.497,1.856,0,0,0,3.13,1.53,1
Knuckle Curve,R,6.1,-2.881,49.95,5.982,85.76,2292.0,23.2,0.068,3.149,-1.747,-1.568,0,0,1,3.2,1.39,1
Knuckle Curve,R,6.09,-2.778,50.71,5.804,79.72,2314.0,229.7,0.064,1.318,0.793,-0.494,3,2,2,3.25,1.79,1
Knuckle Curve,L,5.83,-2.715,49.48,6.072,83.48,2136.0,234.5,1.105,3.143,1.04,-0.551,1,2,0,3.31,1.25,1
Cutter,R,5.95,-2.723,51.35,6.083,91.85,1816.0,35.0,-0.158,3.842,-1.44,1.401,3,1,1,3.23,1.46,1
Slider,R,6.12,-2.707,50.94,6.022,85.34,1774.0,278.3,-1.449,1.297,0.538,-1.307,2,1,2,3.69,1.54,1
4-Seam Fastball,R,6.38,-2.789,48.32,5.915,93.84,1925.0,301.2,-0.199,3.484,-0.491,-1.836,3,0,2,3.2,1.5,1
4-Seam Fastball,R,5.87,-2.917,52.41,5.829,95.07,2357.0,33.2,-0.487,2.059,1.616,-0.531,2,2,0,3.17,1.32,1
4-Seam Fastball,R,6.21,-2.902,50.33,5.9,92.2,2524.0,279.0,-1.129,2.783,-0.704,-0.998,1,0,0,3.8,1.32,0
Changeup,R,6.02,-2.711,48.74,6.3,80.22,2184.0,24.2,-0.133,2.006,-0.176,-1.83,1,2,0,3.15,1.17,1
